Mod:Item:MetaData, Localized Name
gregtech:machine:1332, Zero Point Module 8x Battery Buffer
gregtech:machine:1333, Ultimate Voltage 8x Battery Buffer
gregtech:machine:1334, Ultra High Voltage 8x Battery Buffer
gregtech:machine:1335, Ultra Low Voltage 16x Battery Buffer
gregtech:machine:1336, Low Voltage 16x Battery Buffer
gregtech:machine:1337, Medium Voltage 16x Battery Buffer
gregtech:machine:1338, High Voltage 16x Battery Buffer
gregtech:machine:1339, Extreme Voltage 16x Battery Buffer
gregtech:machine:1340, Insane Voltage 16x Battery Buffer
gregtech:machine:1341, Ludicrous Voltage 16x Battery Buffer
gregtech:machine:1342, Zero Point Module 16x Battery Buffer
gregtech:machine:1343, Ultimate Voltage 16x Battery Buffer
gregtech:machine:1344, Ultra High Voltage 16x Battery Buffer
gregtech:machine:1375, Ultra Low Voltage Turbo Charger
gregtech:machine:1376, Low Voltage Turbo Charger
gregtech:machine:1377, Medium Voltage Turbo Charger
gregtech:machine:1378, High Voltage Turbo Charger
gregtech:machine:1379, Extreme Voltage Turbo Charger
gregtech:machine:1380, Insane Voltage Turbo Charger
gregtech:machine:1381, Ludicrous Voltage Turbo Charger
gregtech:machine:1382, Zero Point Module Turbo Charger
gregtech:machine:1383, Ultimate Voltage Turbo Charger
gregtech:machine:1384, Ultra High Voltage Turbo Charger
gregtech:machine:1390, Basic World Accelerator
gregtech:machine:1391, Advanced World Accelerator
gregtech:machine:1392, Advanced World Accelerator II
gregtech:machine:1393, Advanced World Accelerator III
gregtech:machine:1394, Elite World Accelerator
gregtech:machine:1395, Elite World Accelerator II
gregtech:machine:1396, Elite World Accelerator III
gregtech:machine:1397, Ultimate World Accelerator
gregtech:machine:1398, Machine Access Interface
gregtech:machine:1402, Item Passthrough Hatch
gregtech:machine:1403, Fluid Passthrough Hatch
gregtech:machine:1404, Data Access Hatch
gregtech:machine:1405, Advanced Data Access Hatch
gregtech:machine:1406, Creative Data Access Hatch
gregtech:machine:1407, Optical Data Reception Hatch
gregtech:machine:1408, Optical Data Transmission Hatch
gregtech:machine:1409, Computation Data Reception Hatch
gregtech:machine:1410, Computation Data Transmission Hatch
gregtech:machine:1411, Object Holder
gregtech:machine:1412, Empty HPCA Component
gregtech:machine:1413, HPCA Computation Component
gregtech:machine:1414, HPCA Advanced Computation Component
gregtech:machine:1415, HPCA Heat Sink Component
gregtech:machine:1416, HPCA Active Cooling Component
gregtech:machine:1417, HPCA Bridge Component
gregtech:machine:1418, Reservoir Hatch
gregtech:machine:1420, IV 256A Laser Target Hatch
gregtech:machine:1421, LuV 256A Laser Target Hatch
gregtech:machine:1422, ZPM 256A Laser Target Hatch
gregtech:machine:1423, UV 256A Laser Target Hatch
gregtech:machine:1429, IV 256A Laser Source Hatch
gregtech:machine:1430, LuV 256A Laser Source Hatch
gregtech:machine:1431, ZPM 256A Laser Source Hatch
gregtech:machine:1432, UV 256A Laser Source Hatch
gregtech:machine:1438, IV 1024A Laser Target Hatch
gregtech:machine:1439, LuV 1024A Laser Target Hatch
gregtech:machine:1440, ZPM 1024A Laser Target Hatch
gregtech:machine:1441, UV 1024A Laser Target Hatch
gregtech:machine:1447, IV 1024A Laser Source Hatch
gregtech:machine:1448, LuV 1024A Laser Source Hatch
gregtech:machine:1449, ZPM 1024A Laser Source Hatch
gregtech:machine:1450, UV 1024A Laser Source Hatch
gregtech:machine:1456, IV 4096A Laser Target Hatch
gregtech:machine:1457, LuV 4096A Laser Target Hatch
gregtech:machine:1458, ZPM 4096A Laser Target Hatch
gregtech:machine:1459, UV 4096A Laser Target Hatch
gregtech:machine:1465, IV 4096A Laser Source Hatch
gregtech:machine:1466, LuV 4096A Laser Source Hatch
gregtech:machine:1467, ZPM 4096A Laser Source Hatch
gregtech:machine:1468, UV 4096A Laser Source Hatch
gregtech:machine:1510, Basic Buffer
gregtech:machine:1511, Advanced Buffer
gregtech:machine:1512, Advanced Buffer II
gregtech:machine:1515, Basic Fisher
gregtech:machine:1516, Advanced Fisher
gregtech:machine:1517, Advanced Fisher II
gregtech:machine:1518, Advanced Fisher III
gregtech:machine:1530, Basic Pump
gregtech:machine:1531, Advanced Pump
gregtech:machine:1532, Advanced Pump II
gregtech:machine:1533, Advanced Pump III
gregtech:machine:1560, Super Chest I
gregtech:machine:1561, Super Chest II
gregtech:machine:1562, Super Chest III
gregtech:machine:1563, Super Chest IV
gregtech:machine:1564, Super Chest V
gregtech:machine:1570, Quantum Chest I
gregtech:machine:1571, Quantum Chest II
gregtech:machine:1572, Quantum Chest III
gregtech:machine:1573, Quantum Chest IV
gregtech:machine:1574, Quantum Chest V
gregtech:machine:1575, Super Tank I
gregtech:machine:1576, Super Tank II
gregtech:machine:1577, Super Tank III
gregtech:machine:1578, Super Tank IV
gregtech:machine:1579, Super Tank V
gregtech:machine:1585, Quantum Tank I
gregtech:machine:1586, Quantum Tank II
gregtech:machine:1587, Quantum Tank III
gregtech:machine:1588, Quantum Tank IV
gregtech:machine:1589, Quantum Tank V
gregtech:machine:1590, Basic Block Breaker
gregtech:machine:1591, Advanced Block Breaker
gregtech:machine:1592, Advanced Block Breaker II
gregtech:machine:1593, Advanced Block Breaker III
gregtech:machine:1596, Wooden Tank Valve
gregtech:machine:1597, Wooden Multiblock Tank
gregtech:machine:1598, Steel Tank Valve
gregtech:machine:1599, Steel Multiblock Tank
gregtech:machine:1610, Wooden Barrel
gregtech:machine:1611, Bronze Drum
gregtech:machine:1612, Steel Drum
gregtech:machine:1613, Aluminium Drum
gregtech:machine:1614, Stainless Steel Drum
gregtech:machine:1615, Titanium Drum
gregtech:machine:1616, Tungstensteel Drum
gregtech:machine:1617, Gold Drum
gregtech:machine:1625, Wooden Crate
gregtech:machine:1626, Bronze Crate
gregtech:machine:1627, Steel Crate
gregtech:machine:1628, Aluminium Crate
gregtech:machine:1629, Stainless Steel Crate
gregtech:machine:1630, Titanium Crate
gregtech:machine:1631, Tungstensteel Crate
gregtech:machine:1640, HV Rotor Holder
gregtech:machine:1641, EV Rotor Holder
gregtech:machine:1642, IV Rotor Holder
gregtech:machine:1643, LuV Rotor Holder
gregtech:machine:1644, ZPM Rotor Holder
gregtech:machine:1645, UV Rotor Holder
gregtech:machine:1646, Locked Safe
gregtech:machine:1647, Crafting Station
gregtech:machine:1648, Primitive Water Pump
gregtech:machine:1649, Pump Output Hatch
gregtech:machine:1650, Infinite GT Energy Unit Emitter
gregtech:machine:1651, Output Bus (Steam)
gregtech:machine:1652, Input Bus (Steam)
gregtech:machine:1653, Steam Hatch
gregtech:machine:1657, LV Muffler Hatch
gregtech:machine:1658, MV Muffler Hatch
gregtech:machine:1659, HV Muffler Hatch
gregtech:machine:1660, EV Muffler Hatch
gregtech:machine:1661, IV Muffler Hatch
gregtech:machine:1662, LuV Muffler Hatch
gregtech:machine:1663, ZPM Muffler Hatch
gregtech:machine:1664, UV Muffler Hatch
gregtech:machine:1667, Monitor Screen
gregtech:machine:1668, Creative Quantum Chest
gregtech:machine:1669, Creative Quantum Tank
gregtech:machine:1745, ME Output Hatch
gregtech:machine:1746, ME Output Bus
gregtech:machine:1747, ME Input Hatch
gregtech:machine:1748, ME Input Bus
gregtech:machine:1749, Long Distance Item Pipeline Endpoint
gregtech:machine:1750, Long Distance Fluid Pipeline Endpoint
gregtech:machine:1751, Alarm
gregtech:machine:1752, ME Stocking Input Bus
gregtech:machine:1753, ME Stocking Input Hatch
gregtech:machine:1780, IV Quadruple Input Hatch
gregtech:machine:1781, LuV Quadruple Input Hatch
gregtech:machine:1782, ZPM Quadruple Input Hatch
gregtech:machine:1783, UV Quadruple Input Hatch
gregtech:machine:1784, UHV Quadruple Input Hatch
gregtech:machine:1785, IV Nonuple Input Hatch
gregtech:machine:1786, LuV Nonuple Input Hatch
gregtech:machine:1787, ZPM Nonuple Input Hatch
gregtech:machine:1788, UV Nonuple Input Hatch
gregtech:machine:1789, UHV Nonuple Input Hatch
gregtech:machine:1790, IV Quadruple Output Hatch
gregtech:machine:1791, LuV Quadruple Output Hatch
gregtech:machine:1792, ZPM Quadruple Output Hatch
gregtech:machine:1793, UV Quadruple Output Hatch
gregtech:machine:1794, UHV Quadruple Output Hatch
gregtech:machine:1795, IV Nonuple Output Hatch
gregtech:machine:1796, LuV Nonuple Output Hatch
gregtech:machine:1797, ZPM Nonuple Output Hatch
gregtech:machine:1798, UV Nonuple Output Hatch
gregtech:machine:1799, UHV Nonuple Output Hatch
gregtech:wire_single:2, 1x Aluminium Wire
gregtech:wire_single:252, 1x Annealed Copper Wire
gregtech:wire_single:2011, 1x Black Steel Wire
gregtech:wire_single:2527, 1x Blue Alloy Wire
gregtech:wire_single:23, 1x Cobalt Wire
gregtech:wire_single:25, 1x Copper Wire
gregtech:wire_single:274, 1x Cupronickel Wire
gregtech:wire_single:277, 1x Electrum Wire
gregtech:wire_single:431, 1x Enriched Naquadah Trinium Europium Duranide Wire
gregtech:wire_single:33, 1x Europium Wire
gregtech:wire_single:41, 1x Gold Wire
gregtech:wire_single:342, 1x Graphene Wire
gregtech:wire_single:2516, 1x HSS-G Wire
gregtech:wire_single:429, 1x Indium Tin Barium Titanium Cuprate Wire
gregtech:wire_single:51, 1x Iron Wire
gregtech:wire_single:288, 1x Kanthal Wire
gregtech:wire_single:55, 1x Lead Wire
gregtech:wire_single:425, 1x Magnesium Diboride Wire
gregtech:wire_single:424, 1x Manganese Phosphide Wire
gregtech:wire_single:426, 1x Mercury Barium Calcium Cuprate Wire
gregtech:wire_single:124, 1x Naquadah Wire
gregtech:wire_single:2042, 1x Naquadah Alloy Wire
gregtech:wire_single:294, 1x Nichrome Wire
gregtech:wire_single:69, 1x Nickel Wire
gregtech:wire_single:295, 1x Niobium Nitride Wire
gregtech:wire_single:296, 1x Niobium-Titanium Wire
gregtech:wire_single:75, 1x Osmium Wire
gregtech:wire_single:80, 1x Platinum Wire
gregtech:wire_single:2517, 1x Red Alloy Wire
gregtech:wire_single:451, 1x RTM Alloy Wire
gregtech:wire_single:432, 1x Ruthenium Trinium Americium Neutronate Wire
gregtech:wire_single:428, 1x Samarium Iron Arsenic Oxide Wire
gregtech:wire_single:100, 1x Silver Wire
gregtech:wire_single:324, 1x Steel Wire
gregtech:wire_single:112, 1x Tin Wire
gregtech:wire_single:130, 1x Trinium Wire
gregtech:wire_single:128, 1x Tritanium Wire
gregtech:wire_single:115, 1x Tungsten Wire
gregtech:wire_single:2013, 1x Tungstensteel Wire
gregtech:wire_single:430, 1x Uranium Rhodium Dinaquadide Wire
gregtech:wire_single:427, 1x Uranium Triplatinum Wire
gregtech:wire_single:334, 1x Vanadium-Gallium Wire
gregtech:wire_single:338, 1x Yttrium Barium Cuprate Wire
gregtech:wire_double:2, 2x Aluminium Wire
gregtech:wire_double:252, 2x Annealed Copper Wire
gregtech:wire_double:2011, 2x Black Steel Wire
gregtech:wire_double:2527, 2x Blue Alloy Wire
gregtech:wire_double:23, 2x Cobalt Wire
gregtech:wire_double:25, 2x Copper Wire
gregtech:wire_double:274, 2x Cupronickel Wire
gregtech:wire_double:277, 2x Electrum Wire
gregtech:wire_double:431, 2x Enriched Naquadah Trinium Europium Duranide Wire
gregtech:wire_double:33, 2x Europium Wire
gregtech:wire_double:41, 2x Gold Wire
gregtech:wire_double:342, 2x Graphene Wire
gregtech:wire_double:2516, 2x HSS-G Wire
gregtech:wire_double:429, 2x Indium Tin Barium Titanium Cuprate Wire
gregtech:wire_double:51, 2x Iron Wire
gregtech:wire_double:288, 2x Kanthal Wire
gregtech:wire_double:55, 2x Lead Wire
gregtech:wire_double:425, 2x Magnesium Diboride Wire
gregtech:wire_double:424, 2x Manganese Phosphide Wire
gregtech:wire_double:426, 2x Mercury Barium Calcium Cuprate Wire
gregtech:wire_double:124, 2x Naquadah Wire
gregtech:wire_double:2042, 2x Naquadah Alloy Wire
gregtech:wire_double:294, 2x Nichrome Wire
gregtech:wire_double:69, 2x Nickel Wire
gregtech:wire_double:295, 2x Niobium Nitride Wire
gregtech:wire_double:296, 2x Niobium-Titanium Wire
gregtech:wire_double:75, 2x Osmium Wire
gregtech:wire_double:80, 2x Platinum Wire
gregtech:wire_double:2517, 2x Red Alloy Wire
gregtech:wire_double:451, 2x RTM Alloy Wire
gregtech:wire_double:432, 2x Ruthenium Trinium Americium Neutronate Wire
gregtech:wire_double:428, 2x Samarium Iron Arsenic Oxide Wire
gregtech:wire_double:100, 2x Silver Wire
gregtech:wire_double:324, 2x Steel Wire
gregtech:wire_double:112, 2x Tin Wire
gregtech:wire_double:130, 2x Trinium Wire
gregtech:wire_double:128, 2x Tritanium Wire
gregtech:wire_double:115, 2x Tungsten Wire
gregtech:wire_double:2013, 2x Tungstensteel Wire
gregtech:wire_double:430, 2x Uranium Rhodium Dinaquadide Wire
gregtech:wire_double:427, 2x Uranium Triplatinum Wire
gregtech:wire_double:334, 2x Vanadium-Gallium Wire
gregtech:wire_double:338, 2x Yttrium Barium Cuprate Wire
gregtech:wire_quadruple:2, 4x Aluminium Wire
gregtech:wire_quadruple:252, 4x Annealed Copper Wire
gregtech:wire_quadruple:2011, 4x Black Steel Wire
gregtech:wire_quadruple:2527, 4x Blue Alloy Wire
gregtech:wire_quadruple:23, 4x Cobalt Wire
gregtech:wire_quadruple:25, 4x Copper Wire
gregtech:wire_quadruple:274, 4x Cupronickel Wire
gregtech:wire_quadruple:277, 4x Electrum Wire
gregtech:wire_quadruple:431, 4x Enriched Naquadah Trinium Europium Duranide Wire
gregtech:wire_quadruple:33, 4x Europium Wire
gregtech:wire_quadruple:41, 4x Gold Wire
gregtech:wire_quadruple:342, 4x Graphene Wire
gregtech:wire_quadruple:2516, 4x HSS-G Wire
gregtech:wire_quadruple:429, 4x Indium Tin Barium Titanium Cuprate Wire
gregtech:wire_quadruple:51, 4x Iron Wire
gregtech:wire_quadruple:288, 4x Kanthal Wire
gregtech:wire_quadruple:55, 4x Lead Wire
gregtech:wire_quadruple:425, 4x Magnesium Diboride Wire
gregtech:wire_quadruple:424, 4x Manganese Phosphide Wire
gregtech:wire_quadruple:426, 4x Mercury Barium Calcium Cuprate Wire
gregtech:wire_quadruple:124, 4x Naquadah Wire
gregtech:wire_quadruple:2042, 4x Naquadah Alloy Wire
gregtech:wire_quadruple:294, 4x Nichrome Wire
gregtech:wire_quadruple:69, 4x Nickel Wire
gregtech:wire_quadruple:295, 4x Niobium Nitride Wire
gregtech:wire_quadruple:296, 4x Niobium-Titanium Wire
gregtech:wire_quadruple:75, 4x Osmium Wire
gregtech:wire_quadruple:80, 4x Platinum Wire
gregtech:wire_quadruple:2517, 4x Red Alloy Wire
gregtech:wire_quadruple:451, 4x RTM Alloy Wire
gregtech:wire_quadruple:432, 4x Ruthenium Trinium Americium Neutronate Wire
gregtech:wire_quadruple:428, 4x Samarium Iron Arsenic Oxide Wire
gregtech:wire_quadruple:100, 4x Silver Wire
gregtech:wire_quadruple:324, 4x Steel Wire
gregtech:wire_quadruple:112, 4x Tin Wire
gregtech:wire_quadruple:130, 4x Trinium Wire
gregtech:wire_quadruple:128, 4x Tritanium Wire
gregtech:wire_quadruple:115, 4x Tungsten Wire
gregtech:wire_quadruple:2013, 4x Tungstensteel Wire
gregtech:wire_quadruple:430, 4x Uranium Rhodium Dinaquadide Wire
gregtech:wire_quadruple:427, 4x Uranium Triplatinum Wire
gregtech:wire_quadruple:334, 4x Vanadium-Gallium Wire
gregtech:wire_quadruple:338, 4x Yttrium Barium Cuprate Wire
gregtech:wire_octal:2, 8x Aluminium Wire
gregtech:wire_octal:252, 8x Annealed Copper Wire
gregtech:wire_octal:2011, 8x Black Steel Wire
gregtech:wire_octal:2527, 8x Blue Alloy Wire
gregtech:wire_octal:23, 8x Cobalt Wire
gregtech:wire_octal:25, 8x Copper Wire
gregtech:wire_octal:274, 8x Cupronickel Wire
gregtech:wire_octal:277, 8x Electrum Wire
gregtech:wire_octal:431, 8x Enriched Naquadah Trinium Europium Duranide Wire
gregtech:wire_octal:33, 8x Europium Wire
gregtech:wire_octal:41, 8x Gold Wire
gregtech:wire_octal:342, 8x Graphene Wire
gregtech:wire_octal:2516, 8x HSS-G Wire
gregtech:wire_octal:429, 8x Indium Tin Barium Titanium Cuprate Wire
gregtech:wire_octal:51, 8x Iron Wire
gregtech:wire_octal:288, 8x Kanthal Wire
gregtech:wire_octal:55, 8x Lead Wire
gregtech:wire_octal:425, 8x Magnesium Diboride Wire
gregtech:wire_octal:424, 8x Manganese Phosphide Wire
gregtech:wire_octal:426, 8x Mercury Barium Calcium Cuprate Wire
gregtech:wire_octal:124, 8x Naquadah Wire
gregtech:wire_octal:2042, 8x Naquadah Alloy Wire
gregtech:wire_octal:294, 8x Nichrome Wire
gregtech:wire_octal:69, 8x Nickel Wire
gregtech:wire_octal:295, 8x Niobium Nitride Wire
gregtech:wire_octal:296, 8x Niobium-Titanium Wire
gregtech:wire_octal:75, 8x Osmium Wire
gregtech:wire_octal:80, 8x Platinum Wire
gregtech:wire_octal:2517, 8x Red Alloy Wire
gregtech:wire_octal:451, 8x RTM Alloy Wire
gregtech:wire_octal:432, 8x Ruthenium Trinium Americium Neutronate Wire
gregtech:wire_octal:428, 8x Samarium Iron Arsenic Oxide Wire
gregtech:wire_octal:100, 8x Silver Wire
gregtech:wire_octal:324, 8x Steel Wire
gregtech:wire_octal:112, 8x Tin Wire
gregtech:wire_octal:130, 8x Trinium Wire
gregtech:wire_octal:128, 8x Tritanium Wire
gregtech:wire_octal:115, 8x Tungsten Wire
gregtech:wire_octal:2013, 8x Tungstensteel Wire
gregtech:wire_octal:430, 8x Uranium Rhodium Dinaquadide Wire
gregtech:wire_octal:427, 8x Uranium Triplatinum Wire
gregtech:wire_octal:334, 8x Vanadium-Gallium Wire
gregtech:wire_octal:338, 8x Yttrium Barium Cuprate Wire
gregtech:wire_hex:2, 16x Aluminium Wire
gregtech:wire_hex:252, 16x Annealed Copper Wire
gregtech:wire_hex:2011, 16x Black Steel Wire
gregtech:wire_hex:2527, 16x Blue Alloy Wire
gregtech:wire_hex:23, 16x Cobalt Wire
gregtech:wire_hex:25, 16x Copper Wire
gregtech:wire_hex:274, 16x Cupronickel Wire
gregtech:wire_hex:277, 16x Electrum Wire
gregtech:wire_hex:431, 16x Enriched Naquadah Trinium Europium Duranide Wire
gregtech:wire_hex:33, 16x Europium Wire
gregtech:wire_hex:41, 16x Gold Wire
gregtech:wire_hex:342, 16x Graphene Wire
gregtech:wire_hex:2516, 16x HSS-G Wire
